id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
03b39f02-9508-4745-8f22-d2a1989c71e4,Which of the following hypothesis was initially given for etiology of schizophrenia?,Serotonin Hypothesis,Dopamine hypothesis,Learned helplessness,Cognitive theory,1,multi,"Ans. B. Dopamine hypothesisThe dopamine hypothesis of schizophrenia or the dopamine hypothesis of psychosis is a model attributing symptoms of schizophrenia (like psychoses) to a disturbed and hyperactive dopaminergic signal transduction. The model draws evidence from the observation that a large number of antipsychotics have dopamine-receptor antagonistic effects. The theory, however, does not posit dopamine overabundance as a complete explanation for schizophrenia. Rather, the over activation of D2 receptors, specifically, is one effect of the global chemical synaptic dysregulation observed in this disorder.Some researchers have suggested that dopamine systems in the mesolimbic pathway may contribute to the 'positive symptoms' of schizophrenia (whereas problems with dopamine function in themes cortical pathway may be responsible for the 'negative symptoms', such as avolition and alogia.) Abnormal expression, thus distribution of the D2 receptor between these areas and the rest of the brain may also be implicated in schizophrenia, specifically in the acute phase. A relative excess of these receptors within the limbic system means Broca's area which can produce illogical language, has an abnormal connection to Wernicke's area, which comprehends language, but does not create it. Note that variation in distribution is observed within individuals, so abnormalities of this characteristic likely play a significant role in all psychological illnesses. Individual alterations are produced by differences within glutamatergic pathways within the limbic system, which are also implicated in other psychotic syndromes. Among the alterations of both synaptic and global structure, the most significant abnormalities are observed in the uncinate fasciculus and the cingulate cortex. The combination these creates a profound dissymmetry of prefrontal inhibitory signaling, shifted positively towards the dominant side. Eventually, the cingulate gyrus becomes atrophied towards the anterior, due to long-Term Depression (LTD) and Long-Term Potentiation (LTP) from the abnormally strong signals transversely across the brain. This, combined with a relative deficit in GABAergic input to Wernicke's area, shifts the balance of bilateral communication across the corpus callosum posteriorly.",Psychiatry,Schizophrenia
412ca983-9c2d-44d9-a0c9-e267a34917f8,Hypoceruloplasminimia is associated with which abnormality?,Menkes disease,Alzheimer's disease,Schizophrenia,Obsessive-compulsive disorder,0,single,"(A) Menkes disease # Deficiency or Lower-than-normal ceruloplasmin levels may indicate the following:> Wilson disease copper storage disease)> Menkes disease (Menkes kinky hair syndrome) (rare - UK incidence 1/100,000)> Overdose of Vitamin C> Copper deficiency> Aceruloplasminemia> Excess or Greater-than-normal ceruloplasmin levels may indicate or be noticed in: copper toxicity / zinc deficiency pregnancy oral contraceptive pill use lymphoma acute and chronic inflammation (it is an acute-phase reactant) rheumatoid arthritis Angina Alzheimer's disease Schizophrenia Obsessive-compulsive disorder",Psychiatry,Miscellaneous
acd0169d-8539-46e3-a289-41fca0afcff4,Most common symptom associated with adult OCD?,Pathological doubt,Need for symmetry,Sexual,Aggressive,0,single,"(a) Pathological doubt, Ref: Complete review of psychiatry by Dr. Prashant Agrawal, ed.,, 2018, ch- 7, pg. 164 Explanation: Variable % Obsessions (N=200) Contamination 45 Pathological doubt 42 Somatic 36 Need for symmetry 31 Aggressive 28 Sexual 26 Other 13 Multiple obsessions 60 Compulsions (N=200) Checking 63 Washing 50 Counting 36 Need to ask for confess 31 Symmetry and precision 28 Hoarding 18 Multiple compulsions 48",Psychiatry,Mood Disorders
48b32cb1-8b7a-4797-9274-e8697ab08c01,Progressive cognitive impairment is Alzheimer's disease is characterized by,Nominal aphasia,Recent memory loss,No behavioral abnormalities,All,1,multi,"Memory impairment is typically an early and prominent feature in dementia, especially in dementias involving the coex, such as dementia of the Alzheimer's type. Early in the course of dementia, memory impairment is mild and usually most marked for recent events. As the course of dementia progresses, memory impairment becomes severe, and only the earliest learned information (e.g., a person's place of bih) is retained. Reference: Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry, 11th Edition, page 712.",Psychiatry,Organic mental disorders
35119333-c26a-47ec-ab55-98a35570f5d3,Patient a known case off alcohol dependence after 12 to 18 hrs of last drink develops seizure for the first time in his life.possible diagnosis is rum fits. Treatment for the above mentioned patient after doing his LFT which was within normal limits,phenytoin,Thiamine,.Lorazepam,chlordiazepoxide,3,multi,"Detoxification implies removal of the toxic substance from the body, this can be done by using a drug similar to alcohol and thus benzodiazepine is chosen. This is the main drug used in treatment of alcohol withdrawal despite the problem being simple withdrawal, rum fits or delirium tremens IF LIVER FUNCTION IS WITHIN NORMAL LIMITS CHOOSE CHLORDIAZEPOXIDE, AS IT HAS A SIMILAR STRUCTURAL FORMULA LIKE ALCOHOL IF LIVER FUNCTION IS ABNORMAL CHOOSE LORAZEPAM, AS IT DOES NOT WORSEN LIVER DERANGEMENTS FRONT LOADING=====patient is loaded with benzodiazepines SYMPTOM TRIGGER=== benzodiazepines is offered only as and when the withdrawal symptom arises FIXED DOSAGE====== regular fixed dosage of benzodiazepine is given in divided doses and slowly tapered so that the patient is not on any drugs by the end of 2 weeks Reference. Kaplon and Sadock, synopsis of psychiatry, 11 th edition, pg no.625",Psychiatry,Symptoms and signs in psychiatry and classification
d3dd46c1-b874-4b4d-a853-27b078da2259,"23-year-old medical student complaint of feeling ""worried."" He fears failing his clinical exam because he feels nervous about presenting a case and performing physical examination in front of examiners. He would skip bedside teaching when it would be his turn to present a case in front of his classmates and tutors. He worries about criticism from his classmates and tutor. The most likely diagnosis is?",Normal shyness,Panic disorder,Generalized anxiety disorder,Social phobia,3,single,"Clinical picture of fearing presentation in public, avoidance, fear of criticism is suggestive of social phobia. It is also known as social anxiety disorder. In Generalised anxiety disorder there is free flowing anxiety at all time. In panic disorder there are recurrent panic attacks with feeling of impending doom.",Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
e12cd6e4-8b01-47fa-89d7-265c244db3bf,"A 9 year old child disturbs other people, is destructive, interferes when two people are talking, does not follow instructions and cannot wait for his turn while playing a game. He is likely to be suffering from:",Emotional disorders,Behavioral problems,No disorder,Attention deficit hyperactivity disorder,3,single,"This child has symptoms of hyperactivity and impulsivity and the most likely diagnosis would be attention deficit hyperactivity disorder. Symptoms of ADHD: - Inattention - Hyperactivity - Impulsivity - Other symptoms- Destructive behavior, irritability, and aggression.",Psychiatry,Child Psychiatry
bedb4726-66bf-4dae-9d3b-3f4a94478520,Emile Durkheim is linked with work on which condition is psychiatry,Suicide,Obsessive compulsive disorder,Anxiety disorder,Schizophrenia,0,single,"Durkheim's theory: first major contribution to the study of social and cultural influences on suicide was made by french sociologist Emile Durkheim. He divided suicides into three social categories- Egoistic, Altruistic amd Anomic. Ref: Synopsis of Psychiatry, 11e, pg 766.",Psychiatry,Cognitive development and defence mechanism
1d4df690-1700-4b66-8674-1a7b53fdca4c,which of the following SSRI is hea safe,escitalopram,clomipramine,fluoxetine,amitriptilline,0,single,"SSRI * IMPOANCE Most widely prescribed antidepressant * MECHANISM Specifically acts on serotonin transpoers and increases serotonin in synapse. DRUGS FLUOXETINE FLUVOXAMINE DAPOXETINE CITALOPRAM ESCITALOPRAM ESCITALOPRAM SERALINE PAROXETINE USE FLUOXETINE=============CHILDHOOD DEPRESSION FLUVOXAMINE===========OCD DAPOXETINE==============PME ESCITALOPRAM===========HEA SAFE, PATHOLOGICAL EMOTIONS PAROXETINE=========SEDATING, PANIC DISORDER IMPULSE CONTROL DISORDERS PME PARAPHILIA Ref. kaplon and Sadock, synopsis of psychiatry, 11 th edition, 955",Psychiatry,Pharmacotherapy in psychiatry
352818a5-b037-4e51-b1ba-235579dd7d39,Differential diagnosis of panic disorder includes: a. Pheochromocytoma b. Myocardial infarction c. Mitral valve prolapse d. Depression e. Carcinoid syndrome,all of the above,"a,b,c,d","a,b,c,e","a,c,d,e",2,multi,Common physical disorders that must be ruled out before the diagnosis of panic disorder is made include myocardial infarction angina pectoris mitral valve prolapse asthma pulmonary embolism pheo- chromocytoma carcinoid syndrome hypoglycemia hypehyroidism anaemia.,Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
7b5991f5-e83e-45ec-b347-7591ba168898,Not true about somnambulism among the following is,Low level motor skill/function is present,Sleep walking,Disorder of sleep arousal,Patient consciousness is not preserved,0,multi,"* Somnambulism is an arousal parasomnia consisting of a series of complex behaviours that result in large movements in bed or walking during sleep. * Also called sleep walking, in this condition individual arises from bed and ambulates without fully awakening. * Individuals can engage in a variety of complex behaviours while unconscious. * Sleepwalks characteristically begin toward the end of the first or second slow wave sleep episodes (NREM stage III and IV). * Sleepwalking episodes may range from sitting up and attempting to walk to conducting an involved sequence of semi-purposeful actions Ref:- Kaplan & Sadock's Synopsis of Psychiatry 10th edition; Pg num:- 762",Psychiatry,Sleep disorders and eating disorders
85ce9035-42d5-411d-86b1-f06f45e66783,Which of the following is not true about the autistic specific disorder,Impaired communication,Impaired imagination,Language developmental delay,Vision problems,3,multi,"Core symptoms of Autism are 1. Persistent deficts in social communication and interaction, 2. Restricted, repititive patterns of behaviour, interests and activities, 3. Associated physical characteristics. Associated behavioural symptoms include- Disturbance in language development and usage, Intellectual disability, Irritability, Instability of mood and affect, Response to sensory stimuli, Hyperactivity and Inattetnion, Precocious skills, Insomnia, Minor infections and GI symptoms. Marked impairment in reciprocal social and interpersonal interaction:i. Absent social smile.ii. Lack of eye-to-eye-contact.iii. Lack of awareness of others existence or feelings; treats people as furniture.iv. Lack of attachment to parents and absence of separation anxiety.v. No or abnormal social play; prefers solitary games.vi. Marked impairment in making friends.vii. Lack of imitative behaviour.viii. An absence of fear in presence of danger.2. Marked impairment in language and non-verbal communicationi. Lack of verbal or facial response to sounds or voices; might be thought as deaf initially.ii. In infancy, an absence of communicative sounds like babbling.iii. Absent or delayed speech (about half of autistic children never develop useful speech).iv. Abnormal speech patterns and content. Presence of echolalia, perseveration, poor aiculation and pronominal reversal (I-You) is common.v. Rote memory is usually good.vi. Abstract thinking is impaired.3. Abnormal behavioural characteristicsi. Mannerisms.ii. Stereotyped behaviours such as head-banging, body-spinning, hand-flicking, lining-up objects, rocking, clapping, twirling, etc.iii. Ritualistic and compulsive behaviour.iv. Resistance to even the slightest change in the environment.v. The attachment may develop to inanimate objects.vi. Hyperkinesis is commonly associated.4. Mental retardation Only about 25% of all children with autism have an IQ of more than 70.5. Other featuresi. Many children with autism paicularly enjoy music.ii. In spite of the pervasive impairment of functions, ceain islets of precocity or splinter functions may remain (called as Idiot savant syndrome). Examples of such splinter functions are prodigious rote memory or calculating ability, and musical abilities.iii. Epilepsy is common in children with an IQ of less than 50. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no.164",Psychiatry,Child psychiatry
e9d2479e-dfdd-400f-acc5-0abdb0e3476d,Obsessive Compulsive Disorder is NOT associated with,Repetitive behavior,Thought insertion,Anxiety,Paranoid behavior,1,single,"(B) Thought insertion # THOUGHT INSERTION is more commonly associated with shizophrenia.> OBSESSIVE-COMPULSIVE DISORDER (OCD) is an anxiety disorder characterized by intrusive thoughts that produce uneasiness, apprehension, fear or worry (obsessions), repetitive behaviors aimed at reducing the associated anxiety (compulsions), or a combination of such obsessions and compulsions.> The acts of those who have OCD may appear paranoid and potentially psychotic.",Psychiatry,Miscellaneous
7b37ca1d-7166-46df-b411-06cea03ab88c,Ganser syndrome is a feature of -,OCD,Conversion disorder,Dissociative disorder,Schizoid personality disorder,2,single,"Ans. is 'c' i.e., Dissociative disorder Dissociative disordero The essential feature of the dissociative disorder is a disruption in the usually integrated functions of consciousness, memory, identity or perception of the environment Dissociative disorder areDissociative (psychogenic) amnesia It is the most common type of dissociative disorder. Dissociative amnesia is characterized by retrograde amnesia (inability to retrieve stored memories and events leading up to onset of amnesia) and absence of antegrade amnesia (inability to form new long term memories).Dissociative fugue A dissociative fugue may be present when a person impulsively wanders or travels away from home and upon arrival in the new location is unable to remember his/her past (i.e., amnesia for early life). There is loss of personal identity and the person assumes a new identity. There is absence of awareness of amnesia during fugue episode, i.e., Patient denies any memory loss during fugue state. On recovery there is amnesia for fugue episodes and recovery of memory of earlier life (i.e., before the episode of fugue).Dissociative identity disorder (multiple personality disorder) More than one personality appears to possess the individuals, Showing their characteristic behavior. At any instance behavior and memories of one personality is exhibited, patient then is unaware of the other's existance.Depersonalization disorder : - Feeling of detachment from self is referred to as depersonalization. Individuals with this disorder will report feeling as if they are living in a dream or watching themselves on movie screen i.e., feeling detached from self and as if one is an outside observer of oneself. People with this disorder feel like they are ""going crazy"" and they frequently become anxious and depressed.Dissociative disorders not otherwise specified :-These are the disorders that are characterized by dissociative response that do not meet diagnostic criteria for one of the other dissociative disorder. Important ones areDissociative Trance (Possession) disorders There is temporary exchange of person's personality by a new personality usually attributed to a spirit or divine power. Usually the person is aware of the existance of the other, i.e., possessor (unlike dissociative identity disorder).Ganser's syndrome : - Also known as syndrome of approximate answers. This is characterized by giving approximate answers together with a clouding of consciousness, and frequently accompanied by hallucinations and other dissociative, somatoform or conversion symptoms.",Psychiatry,Symptoms & Signs 
76f2791f-fec0-4cf6-ba8a-2f54ce6cd54a,First rank symptoms of schizophrenia are all except,Ambivalence,Running commentary,Primary delusion,Somatic passivity,0,multi,"First Rank Symptoms (SFRS) of Schizophrenia 1. Audible thoughts: Voices speaking out thoughts aloud or 'thought echo'. 2. Voices heard arguing: Two or more hallucinatory voices discussing the subject in the third person. 3. Voices commenting on one's action. 4. Thought withdrawal: Thoughts cease and subject experiences them as removed by an external force. 5. Thought inseion: Experience of thoughts imposed by some external force on person's passive mind. 6. Thought diffusion or broadcasting: Experience of thoughts escaping the confines of self and as being experienced by others around. 7. ' Made' feelings or effect. 8. 'Made' impulses. 9. 'Made' volition or acts: In 'made' affect, impulses and volitions, the person experiences feelings, impulses or acts which are imposed by some external force. In 'made' volition, for example, one's own acts are experienced as being under the control of some external force. 10. Somatic passivity: Bodily sensations, especially sensory symptoms, are experienced as imposed on the body by some external force. 11. Delusional perception: Normal perception has a private and illogical meaning. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 55",Psychiatry,Schizophrenia and other psychotic disorders
ad1bca5c-d47b-4db6-ba81-8a44243e1d66,The drug which is used for long term maintenance in opioid addiction,Naloxone,Nalorphine,Butarphanol,Methadione,3,single,"Ans. is 'd' i.e., Methadone Maintenance therapy for opioid addiction* Once detoxification phase is over (i.e., withdrawal symptoms have been managed), the patient is maintained on any of the following drugs to prevent relapse by reducing craving and preventing 'kick' or 'euphoria' produced by opioids (morphine or heroin). Drugs used are : -1. Methadone: - Reduces craving and 'kick/euphoria from morphine or heroin because their opioid receptors are already occupied.2. LAAM and buprenorphine: - Similarly reduce craving.3. Opioid antagonists (naltrexone): - Naltrexone can be used orally to assist in the rehabilitation of ex-opioid abusers who are fully withdrawn (otherwise it induces an acute withdrawal syndrome). Naltrexone prevents relapse by discouraging substance seeking behavior - If a patient, who is on naltrexone maintenance therapy, takes an opioid, there is no 'kick' or euphoria as opioid receptors are already blocked. Naltrexone can be used with clonidine as in detoxification.Treatment of opioid addiction* Treatment can be divided into : -A. Treatment of toxicity (overdose)# Overdose is a medical emergency and is treated with opioid antagonist to reverse the complications (respiratory depression) by antagonizing the action on opioid receptors. Intravenous naloxone is the antagonist of choice for morphine (heroin) poisoning. Oral naltrexone is used for maintenance therapy, once acute poisoning has been treated by iv naloxone. Intravenous nalmefene is another specific antagonist.B. Treatment of dependence# Treatment of dependence include medically supervised withdrawal and detoxification, followed by maintenance therapy.a. Detoxification* Detoxification process include abrupt withdrawal of opioid followed by management of the emergent withdrawal symptoms, i.e., treatment of withdrawal syndrome. Detoxification can be done by any of the following.i) Substitution of long-acting opioid agonism : - Methadone is the treatment of choice. Because of its agonistic activity on opioid receptors it suppresses withdrawal symptoms. L-alpha-acetyl-methadol/ Levomethyl (LAAM) is the other opioid agonist which was used for this purpose. However it is no longer in use because some patients developed prolonged QT intervals (torsades de points).ii) Substitution of partial agonist: - Buprenorphine can be used in place of methadone because of its partial agonistic activity on opioid receptor.iii) Substitution by a2 agonists : - Clonidine as a sympatholytic agent due to its agonistic action on central presynaptic a2 receptors which reduce nor-adrenergic activity. Therefore, clonidine reduces the adrenergic withdrawal symptoms. Lofexidine, another a2 agonist, is an alternative to clonidine.iv) Clonidine plus naltrexone: - A more rapid detoxification can occur when clonidine is used along with naltrexone. Naltrexone, when given in opioid dependent patient, causes withdrawal symptoms because of its antagonistic action. These can be treated with clonidine. The addition of short acting Benzodiazepine (lorazepam or oxazepam) and NSAIDs, will help to relieve withdrawal symptoms not covered by clonidine. It should be kept in mind that naltrexone should not be used alone for detoxification (to treat withdrawal syptoms) as it precipitates or worsens the withdrawal syndrome.v) Other drugs : - Dextropropoxyphene, diphenoxylateb. Maintenance therapy:- explained above",Psychiatry,Substance Abuse
170029ac-2a8e-43a6-ad55-e31059a55b20,Schizophrenia with the worst prognosis,Catatonic,Paranoid,Hebephrenic,Undifferentiated,2,single,"Hebephrenic schizophrenia Key Symptoms: Disorganized speech, behavior (often silly/ shallow) and flat or inappropriate affect Order of prognosis from good to bad in Schizophrenia: Catatonic > Paranoid > Undifferentiated > Hebephrenic > Simple Reference: Oxford Handbook of psychiatry; 3rd edition; Chapter 6; Schizophrenia and related psychoses",Psychiatry,Schizophrenia and other psychotic disorders
9e38e28c-70e7-4945-9004-f12cbda3eeaa,Reversible monoamine oxidase inbitors (MAOIs) are:,Nicorandil,Selegiline,Moclobemide,Fluphenazine,2,single,"Ans: c (Moclobemide) Ref: Ahuja, 6th ed,p. Katzung Pharmacology, 10th ed,p. 475Moclobemide is a reversible and selective MAO-A inhibitor.MAO is a mitochondrial enzyme involved in oxidative deamination of biogenic amines(Adr,NA,DA,5-HT)ADVERSE EFFECTSHeadache, drowsiness, dry mouth, weight gain, postural hypotension, sexual disturbances, interactions with tyramine containing foods.Serotonin syndrome- It is a condition precipitated when MAO inhibitors are given with serotonin agonists, especially antidepressants of the selective serotonin reuptake inhibitor class (SSRIs). It occurs when overdose with a single drug, or concurrent use of several drugs, results in excess serotonergic activity in the central nervous system .Clinical features are hypertension, hyperreflexia, tremor, clonus, hyperthermia, hyperactive bowel sounds, diarrhoea, mydriasis, agitation, coma.Classification of anti-depressants1.TRICYCLIC ANTIDEPRESSANTS (TCAS)Imipramine, Amitriptyline, Clomipramine, Nortriptyline, Mianserin, Amoxapine2. SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIS)Fluoxetine, Paroxetine, Fluvoxamine, Sertraline, Citalopram, Escitalopram3.SEROTONIN NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIs)Venlafaxine,Duloxetine4.NOREPINEPHRINE SEROTONIN REUPTAKE ENHANCERS (NSREs)Tianeptine5.NOR ADRENERGIC AND SPECIFIC SEROTONERGIC ANTIDEPRESSANTS (NaSSA)Mirtazapine6.NOREPINEPHRINE DOPAMINE REUPTAKE INHIBITORS(NDRIs)Bupropion7.SEROTONIN ANTAGONISTS AND REUPTAKE INHIBITORS (SARIs)T razodone,Nefazodone8. NORADRENERGIC REUPTAKE INHIBITORS ( NARIs)Reboxetine9.MONOAMINE OXIDASE INHIBITORS(MAOIs)REVERSIBLE SELECTIVE MAOIsMAOI-B-Selegiline; MAOI-A- Moclobemide",Psychiatry,Pharmacotherapy In Psychiatry
82f014e5-14b1-4c58-83e6-17d4a2ec93dc,Most common psychiatric illness -,Depression,Bipolar,Mania,Cyclothymia,0,single,"Ans. is 'a' i.e., Depressiono Depresson is the most common psychiatric disorder that affect 15% of the population at some time in their lives (Mates - 8-12%; Females -20-25%). Middle aged (25-45 years) females are most commonly affected.o Note : Among the given options, depression is most common. Overall, anxiety disorder is the most common psychiatric illness.",Psychiatry,Substance Abuse
3aee592b-43a9-4777-bc47-77941eae9fb7,An obsessive compulsive neurosis patient is likely to develop:,Hallucination,Depression,Delusion,Schizophrenia,1,multi,"Most of the patients with OCD, develop secondary depression. It is the M/C Comorbidity associated with OCD. The lifetime prevalence for major depressive disorder in persons with OCD is 67%.",Psychiatry,"Neurotic, Stress Related and Somatoform Disorders"
e6252ce5-6cf4-4496-a7c3-4ebfb38c4c15,White-coat hypeension is an example of :,the unconditioned stimulus,the unconditioned response,the conditioned stimulus,the conditioned response,3,single,"The patient's elevated blood pressure in the doctor's office is the conditioned (learned) response. This response results from an association that has been made by classical conditioning between the doctor and/or his white coat (conditioned stimulus) and something negative in the patient's past (unconditioned stimulus), a reaction commonly called ""white-coat hypeension."" The patient's blood pressure is relatively normal when taken at home.",Psychiatry,Miscellaneous
f318a0ef-01f6-43e7-beff-de29694040ea,Symptoms of narcolepsy are all except,Cataplexy,Catalepsy,Daytime sleepiness,hypnagogic hallucinations,1,multi,"NarcolepsyThe classic tetrad of symptoms is:i. Sleep attacks (most common): ii. Cataplexy: iii. Hypnagogic hallucinations: iv. Sleep paralysis (least common): Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 138",Psychiatry,Sleep disorders and eating disorders
7c9f6920-5687-4255-98b9-1aa652db9fd1,Rett's syndrome is characterized by -,Regression of language and motor milestones,Hyperactive child,Normal weight,Macrocephaly,0,single,"Ans. is 'a' i.e., Regression of language and motor milestones Rett's syndromeo Age of onset is around 5 months.o Development may proceed normally until 1 yr of age, when regression of language and motor milestones become apparent.o This is the characteristic features, that they begin to loose their acquired skills, e.g., cognitive and head growth is normal during early period after which there is an arrest of growth,o Acquired microcephaly (Decleration of head growth due to significantly reduced brain weight).o Most children develop peculiar sighing respirations with intermittent periods of apnea that may be associated with cyanosis - Breath holding spells.o Autistic behavior is a typical finding in all patients - Impaired social interaction, language and communication.o Generalized tonic-clonic convulsions occur in the majorityo Feeding disorder and poor weight gain are commono Death occurs in adolescence or in the 3rd decadeo Cardiac arrhythmias may result in sudden, unexpected death.",Psychiatry,Mood Disorders
00baddb3-747f-4ec1-8da2-09a28934fb26,Which of the following antipsychotic isn't available as depot preparation for the treatment of psychosis?,Aripiprazole,Olanzapine,Clozapine,Haloperidol,2,single,"Clozapine isn't available as depot of long-acting muscular injection. clozapine is a drug that is used for trreatment of TREATMENT RESISTANT SCHIZIOPHRENIA patients the main adverse effects of clozapine was AGRANULOCYTOSIS, MYOCARDITIS, SIALORRHEA, SEIZURES, PARALYTIC ILEUS Ref: Essentials of postgraduate psychiatry By JN Vyas 1st ed Pg: 410-412",Psychiatry,Schizophrenia and other psychotic disorders
934fc0f0-40e5-4842-a380-f3b7cbc47b7e,Which statement is not true about hallucinations?,It is as vivid as a real perception,It occurs in inner subjective space,It is independent of will of observer,It occurs in the absence of any perceptual stimulus,1,multi,Criteria for hallucination Occur in the absence of any object or stimulus Hallucination are as vivid as a real perception Occur in outer and objective space Not in the control of patient Inner & subjective space - pseudo hallucination M/c hallucination - auditory hallucination Tactile hallucination is seen in cocaine intoxication known as cocaine bug or formication or Mangan phenomenon,Psychiatry,Schizophrenia Spectrum and Other Psychotic Disorders
c1b87604-dff0-4e82-8d1c-4963aefc9e49,"At what blood alcohol level, there is Nystagmus, marked slurring of speech and alcoholic blackouts?",150mg/dL,200 mg/dL,250 mg/dL,300 mg/dL,1,single,"(B) 200 mg/dLLevelLikely impairment20-30 mg/dLSlowed motor performance and decreased thinking ability30-80 mg/dLIncreases in motor and cognitive problems80-200 mg/dLIncreases in incoordination and judgment errsMobilityDeterioration in cognition200-300 mg/dLNystagmus, marked slurring of speech, and alcoholic blackouts> 300 mg/dLImpaired vital signs and possible deathPharmacologic toleranceApproximately 150 mg/dLOne does not show significant levels of impairment in motor and mental performanceIn that range, most people without tolerance also experience nausea and vomitingOne drinkIs likely to raise the blood alcohol level by approximately 15 to 20 mg/dL for an average70 kg person who has average amount of body fatThe same metabolized in an hour# DSM-IV-TR Diagnostic Criteria for Alcohol Intoxication> Recent ingestion of alcohol.> Clinically significant maladaptive behavioral or psychological changes (e.g., inappropriate sexual or aggressive behavior, mood lability, impaired judgment, impaired social or occupational functioning) that developed during, or shortly after, alcohol ingestion.> Signs, developing during, or shortly after, alcohol use: slurred speech incoordination unsteady gait nystagmus impairment in attention or memory stupor or coma> The symptoms are not due to a general medical condition and are not better accounted for by another mental disorder.# Blackouts> Alcohol-related blackouts are not included in DSM-IV-TR's diagnostic classification, although the symptom of alcohol intoxication is common. Blackouts are similar to episodes of transient global amnesia in that they are discrete episodes of anterograde amnesia that occur in association with alcohol intoxication.> The periods of amnesia can be particularly distressing when persons fear that they have unknowingly harmed someone or behaved imprudently while intoxicated.> During a blackout, persons have relatively intact remote memory but experience a specific short-term memory deficit in which they are unable to recall events that happened in the previous 5 or 10 minutes.> Because their other intellectual faculties are well preserved, they can perform complicated tasks and appear normal to casual observers.> The neurobiological mechanisms for alcoholic blackouts are now known at the molecular level; alcohol blocks the consolidation of new memories into old memories, a process that is thought to involve the hippocampus and related temporal lobe structures.",Psychiatry,Miscellaneous
2fa16e0f-dc50-4564-9596-a816465567c2,Delirium and schizophrenia differ from each other by:,Change in mood,Clouding of consciousness,Tangential thinking,All of the above,1,multi,Delirium presents with clouding of consciousness whereas in schizophrenia consciousness is intact. The mood changes and tangential thinking cannot be used for differentiation.,Psychiatry,Organic Mental Disorders
9570fd75-8938-44be-9905-d458c991b390,Following are predispositions of Alzheimer's disease except:,Down's syndrome,Head trauma,Smoking,Low education group,2,multi,Smoking is considered to be one of the protective factors in Alzheimer's disease; however this finding has been inconsistent across the studies. Risk factor for Alzheimer disease Age Head injury HTN Insulin resistance Depression Down syndrome,Psychiatry,Organic Mental Disorders
91079149-0fc6-4a09-ad1f-865c0bc21220,Which of the following is true about Pseudodementia?,A form of cortical dementia,Seen in patients with depression,A form of subcortical dementia,Dementia secondary to organic condition,1,multi,"Ans. B. Seen in patients with depressionPseudodementia is a syndrome seen in older people in which they exhibit symptoms consistent with dementia, but the cause is actually depression.Older people with predominantly cognitive symptoms such as loss of memory, and vagueness, as well as prominent slowing of movement and reduced or slowed speech, were sometimes misdiagnosed as having dementia when further investigation showed they were suffering from a major depressive episode This was an important distinction as the former was untreatable and progressive and the latter treatable with antidepressant therapy, electroconvulsive therapy, or both. In contrast to major depression, dementia is a progressive neurodegenerative syndrome involving a pervasive impairment of higher cortical functions resulting from widespread brain pathology.",Psychiatry,Organic Mental Disorder
ac28c654-a6ff-40e6-b861-b9551d6fa25a,"Husband having suspicion that his wife is having affair with another man, diagnosis is",delusion,perception,hallucination,Amotivation,0,multi,"DELUSION - * false fixed firm belief, * subjective ceainity, * compelling counterargument, * impervious to other experiences and * outside socio cultural and educational background the delusion explained in the question is delusion of marital infedilty also called as Othello syndrome other name for othello syndrome is * JEALOUS TYPE of delusional disorder o ALSO KNOWN AS Conjugal paranoia * Othello syndrome * Marked jealousy * Pathological jealousy Morbid jealousy o It is more common among alcoholic males ,the possible explanation that is given is alcoholic males have sexual dysfunction and that these women may sta suspecting their spouses. Reference.Kaplon and Sadock, synopsis of psychiatry, 11 th edition, pg no.333",Psychiatry,All India exam
f10ba407-29f8-42da-9c64-4752d464abc6,which of the following is a temperment type,novelty seeking,histirionic,anakastic,narcisstic,0,single,"temperment is a genitically related body biases in the modulation of conditioned behavioral responses to various external stimuli. there are 4 types of temperment namely novelty seeking reward dependence harm avoidance persistence this is a impoant question that is asked in entrance examinations Ref.Kaplon and sadock, synopsis of psychiatry, 11 th edition, pg.no.744",Psychiatry,Symptoms and signs in psychiatry and classification
2fbe89f3-b583-4843-8e59-6210a21d8392,Hypocretin system plays a critical role in which of the following disorders?,Insomnia,Depression,OCD,Narcolepsy,3,single,"Ans. D. NarcolepsyIt has become apparent that the hypo cretin system plays a critical role in narcolepsy. Narcolepsy is the prototypical example of sleepiness produced by a basic central nervous system dysfunction of sleep mechanisms. The etiology stems from a genetically triggered hypo cretin dysfunction and deficit. Insomnia is defined as difficulty initiating sleep or maintaining sleep or having nonrestorative sleep for 1 month or more. The insomnia or resulting sleepiness must cause clinically significant impairment or distress. To qualify as primary insomnia, the etiology must not be rooted in psychiatric conditions, parasomnias, substance use or abuse, sleep-disordered breathing, or circadian rhythm disorders.",Psychiatry,Mood Disorders
